Date,Time,Latitude,Longitude,Depth,Magnitude,Datetime
2020-07-15,16:07:03,0.95,126.09,12.0,3.3,2020-07-15 16:07:03
2020-07-15,18:48:58,4.9,126.15,116.0,4.0,2020-07-15 18:48:58
2020-07-15,23:55:31,4.27,124.38,34.0,4.6,2020-07-15 23:55:31
2020-07-15,23:57:53,1.44,120.64,33.0,3.9,2020-07-15 23:57:53
2020-07-16,00:34:52,6.7,125.2,10.0,5.0,2020-07-16 00:34:52
2020-07-16,02:42:54,1.85,117.39,10.0,4.0,2020-07-16 02:42:54
2020-07-16,04:53:12,1.08,126.47,20.0,3.0,2020-07-16 04:53:12
2020-07-16,09:15:21,5.54,126.56,10.0,4.6,2020-07-16 09:15:21
2020-07-16,16:25:34,0.6,122.16,236.0,4.3,2020-07-16 16:25:34
2020-07-16,16:25:35,0.51,122.18,224.0,3.6,2020-07-16 16:25:35
2020-07-16,16:33:18,3.34,127.85,10.0,4.2,2020-07-16 16:33:18
2020-07-16,16:33:18,3.32,127.84,10.0,4.2,2020-07-16 16:33:18
2020-07-16,17:02:02,-0.04,123.24,137.0,2.3,2020-07-16 17:02:02
2020-07-16,17:02:03,-0.03,123.25,134.0,2.3,2020-07-16 17:02:03
2020-07-16,20:00:56,-0.27,132.29,10.0,4.0,2020-07-16 20:00:56
2020-07-16,20:00:56,-0.24,132.29,10.0,3.9,2020-07-16 20:00:56
2020-07-16,21:21:28,1.68,122.25,10.0,3.4,2020-07-16 21:21:28
2020-07-16,21:21:28,1.65,122.28,10.0,3.3,2020-07-16 21:21:28
2020-07-16,21:58:53,0.63,127.97,35.0,3.5,2020-07-16 21:58:53
2020-07-16,23:47:49,0.69,123.92,252.0,3.3,2020-07-16 23:47:49
2020-07-17,09:57:41,1.88,128.2,82.0,4.5,2020-07-17 09:57:41
2020-07-17,15:00:30,0.19,122.09,10.0,2.5,2020-07-17 15:00:30
2020-07-17,17:40:40,0.81,120.27,19.0,3.5,2020-07-17 17:40:40
2020-07-17,19:57:42,1.18,124.01,265.0,4.1,2020-07-17 19:57:42
2020-07-17,22:12:48,3.72,125.05,10.0,4.2,2020-07-17 22:12:48
2020-07-17,23:56:51,1.52,126.99,103.0,3.5,2020-07-17 23:56:51
2020-07-18,02:34:13,3.94,125.97,96.0,3.6,2020-07-18 02:34:13
2020-07-18,04:51:58,0.3,121.83,195.0,3.7,2020-07-18 04:51:58
2020-07-18,06:42:51,2.57,128.24,161.0,3.8,2020-07-18 06:42:51
2020-07-18,21:14:44,1.37,121.31,10.0,3.7,2020-07-18 21:14:44
2020-07-18,21:30:18,4.14,126.75,10.0,4.1,2020-07-18 21:30:18
2020-07-18,23:28:24,4.33,126.82,10.0,4.3,2020-07-18 23:28:24
2020-07-19,00:17:28,2.71,128.43,219.0,3.9,2020-07-19 00:17:28
2020-07-19,08:57:05,5.3,126.22,121.0,4.6,2020-07-19 08:57:05
2020-07-19,10:07:52,0.93,121.89,11.0,3.6,2020-07-19 10:07:52
2020-07-19,11:11:23,2.55,128.43,214.0,4.2,2020-07-19 11:11:23
2020-07-19,11:22:40,0.3,121.44,156.0,2.4,2020-07-19 11:22:40
2020-07-19,12:26:23,1.61,127.4,102.0,3.5,2020-07-19 12:26:23
2020-07-19,13:51:44,2.13,126.63,10.0,3.7,2020-07-19 13:51:44
2020-07-19,15:53:32,-0.11,119.81,8.0,3.1,2020-07-19 15:53:32
2020-07-19,15:59:03,1.65,127.47,35.0,2.3,2020-07-19 15:59:03
2020-07-19,16:33:36,0.49,121.0,121.0,3.0,2020-07-19 16:33:36
2020-07-19,17:15:05,-0.3,123.76,107.0,3.2,2020-07-19 17:15:05
2020-07-19,19:16:10,4.18,127.76,17.0,4.0,2020-07-19 19:16:10
2020-07-20,00:04:11,-0.01,122.99,146.0,3.2,2020-07-20 00:04:11
2020-07-20,04:13:38,-0.11,123.01,5.0,2.7,2020-07-20 04:13:38
2020-07-20,05:32:40,5.69,126.3,10.0,4.5,2020-07-20 05:32:40
2020-07-20,12:46:39,0.25,122.15,138.0,3.3,2020-07-20 12:46:39
2020-07-20,15:39:25,-0.16,123.57,47.0,3.7,2020-07-20 15:39:25
2020-07-20,17:12:07,-0.37,125.2,10.0,3.3,2020-07-20 17:12:07
2020-07-20,17:30:02,6.86,127.07,61.0,4.9,2020-07-20 17:30:02
2020-07-21,00:11:00,-0.6,123.76,10.0,4.5,2020-07-21 00:11:00
2020-07-21,01:26:11,2.63,127.1,10.0,4.4,2020-07-21 01:26:11
2020-07-21,02:26:12,2.67,127.12,10.0,4.7,2020-07-21 02:26:12
2020-07-21,07:01:39,3.5,125.37,20.0,3.5,2020-07-21 07:01:39
2020-07-21,07:27:48,2.74,127.11,10.0,4.5,2020-07-21 07:27:48
2020-07-21,08:27:48,2.61,127.03,10.0,4.3,2020-07-21 08:27:48
2020-07-21,09:26:34,0.42,125.34,10.0,3.3,2020-07-21 09:26:34
2020-07-21,19:08:02,-0.07,124.12,65.0,3.8,2020-07-21 19:08:02
2020-07-21,19:48:20,3.78,126.52,6.0,3.7,2020-07-21 19:48:20
2020-07-21,20:22:37,-0.1,123.45,136.0,3.1,2020-07-21 20:22:37
2020-07-21,21:33:11,2.71,125.49,132.0,4.1,2020-07-21 21:33:11
2020-07-22,04:04:59,1.86,128.71,11.0,3.4,2020-07-22 04:04:59
2020-07-22,04:40:06,4.98,127.52,10.0,4.2,2020-07-22 04:40:06
2020-07-22,08:33:08,2.62,128.33,209.0,4.0,2020-07-22 08:33:08
2020-07-22,08:36:57,2.52,128.48,194.0,4.3,2020-07-22 08:36:57
2020-07-22,14:36:28,4.46,127.41,10.0,4.8,2020-07-22 14:36:28
2020-07-22,15:23:13,5.61,127.03,13.0,4.1,2020-07-22 15:23:13
2020-07-22,16:20:40,5.91,125.88,143.0,4.5,2020-07-22 16:20:40
2020-07-22,16:26:38,2.34,128.18,142.0,3.2,2020-07-22 16:26:38
2020-07-22,17:27:39,1.69,128.9,10.0,3.0,2020-07-22 17:27:39
2020-07-22,18:45:22,0.06,119.63,10.0,3.7,2020-07-22 18:45:22
2020-07-23,05:44:07,2.68,127.13,10.0,3.9,2020-07-23 05:44:07
2020-07-23,09:14:41,1.89,127.31,84.0,4.5,2020-07-23 09:14:41
2020-07-23,19:55:18,7.4,126.03,88.0,4.6,2020-07-23 19:55:18
2020-07-24,08:23:57,0.27,122.77,258.0,3.4,2020-07-24 08:23:57
2020-07-24,10:57:37,-0.08,124.31,36.0,3.7,2020-07-24 10:57:37
2020-07-24,11:54:58,2.19,126.74,10.0,4.4,2020-07-24 11:54:58
2020-07-24,12:46:24,4.18,122.73,565.0,4.8,2020-07-24 12:46:24
2020-07-24,15:19:12,1.36,127.34,8.0,3.1,2020-07-24 15:19:12
2020-07-24,15:41:12,1.7,127.07,31.0,3.0,2020-07-24 15:41:12
2020-07-24,15:52:50,1.38,127.33,12.0,2.6,2020-07-24 15:52:50
2020-07-25,03:12:29,6.24,126.82,69.0,5.6,2020-07-25 03:12:29
2020-07-25,17:51:38,2.58,125.78,83.0,3.6,2020-07-25 17:51:38
2020-07-25,20:58:19,0.38,122.07,149.0,3.6,2020-07-25 20:58:19
2020-07-25,23:54:32,1.66,127.14,22.0,2.5,2020-07-25 23:54:32
2020-07-26,03:43:00,1.87,127.44,110.0,4.0,2020-07-26 03:43:00
2020-07-26,11:38:19,1.43,126.42,10.0,3.6,2020-07-26 11:38:19
2020-07-26,17:29:08,1.51,126.45,6.0,2.7,2020-07-26 17:29:08
2020-07-26,20:55:39,6.28,126.23,143.0,4.7,2020-07-26 20:55:39
2020-07-27,00:04:17,-0.18,125.46,10.0,3.6,2020-07-27 00:04:17
2020-07-27,20:05:20,4.5,124.44,10.0,4.7,2020-07-27 20:05:20
2020-07-27,22:37:06,1.57,127.15,121.0,3.5,2020-07-27 22:37:06
2020-07-28,02:48:40,1.25,126.25,20.0,3.4,2020-07-28 02:48:40
2020-07-28,02:55:03,1.29,125.64,75.0,3.9,2020-07-28 02:55:03
2020-07-28,11:14:10,2.15,127.78,10.0,3.6,2020-07-28 11:14:10
2020-07-28,11:27:09,5.79,126.09,147.0,4.4,2020-07-28 11:27:09
2020-07-28,11:45:22,-0.38,127.71,10.0,2.6,2020-07-28 11:45:22
2020-07-28,17:49:37,0.61,126.12,19.0,3.4,2020-07-28 17:49:37
2020-07-28,19:59:32,2.31,128.17,10.0,3.0,2020-07-28 19:59:32
2020-07-29,00:16:04,1.11,126.84,29.0,3.6,2020-07-29 00:16:04
2020-07-29,00:28:32,0.44,123.7,242.0,4.3,2020-07-29 00:28:32
2020-07-29,07:53:59,0.71,121.43,42.0,4.1,2020-07-29 07:53:59
2020-07-29,09:02:19,0.07,124.07,9.0,3.4,2020-07-29 09:02:19
2020-07-29,10:37:54,2.71,128.48,198.0,3.6,2020-07-29 10:37:54
2020-07-29,11:46:02,1.07,124.44,233.0,3.9,2020-07-29 11:46:02
2020-07-29,16:27:40,5.29,125.8,101.0,4.7,2020-07-29 16:27:40
2020-07-29,20:29:31,1.2,127.0,17.0,3.7,2020-07-29 20:29:31
2020-07-29,21:04:59,-0.3,122.86,30.0,3.5,2020-07-29 21:04:59
2020-07-30,16:47:03,4.03,126.88,68.0,3.9,2020-07-30 16:47:03
2020-07-30,17:28:30,4.09,126.62,10.0,3.9,2020-07-30 17:28:30
2020-07-30,18:05:20,1.85,123.86,343.0,3.9,2020-07-30 18:05:20
2020-07-30,19:32:29,2.05,127.04,26.0,3.2,2020-07-30 19:32:29
2020-07-31,07:55:06,0.46,122.24,304.0,3.8,2020-07-31 07:55:06
2020-07-31,08:37:34,0.86,126.85,14.0,3.0,2020-07-31 08:37:34
2020-07-31,10:55:50,1.58,128.83,10.0,3.0,2020-07-31 10:55:50
2020-07-31,11:13:58,1.13,126.4,9.0,3.5,2020-07-31 11:13:58
2020-07-31,23:14:21,0.95,123.7,295.0,4.2,2020-07-31 23:14:21
2020-08-01,02:04:00,1.15,126.82,29.0,3.7,2020-08-01 02:04:00
2020-08-01,07:48:22,0.95,121.52,70.0,3.0,2020-08-01 07:48:22
2020-08-01,07:51:43,1.96,127.35,107.0,3.4,2020-08-01 07:51:43
2020-08-01,07:56:37,-0.18,122.92,135.0,4.7,2020-08-01 07:56:37
2020-08-01,15:01:33,1.88,127.35,87.0,4.5,2020-08-01 15:01:33
2020-08-01,17:09:02,7.32,124.17,489.0,6.4,2020-08-01 17:09:02
2020-08-01,17:38:17,3.45,125.82,99.0,4.7,2020-08-01 17:38:17
2020-08-02,09:22:40,0.92,126.21,10.0,3.4,2020-08-02 09:22:40
2020-08-02,10:25:12,-0.07,123.79,136.0,3.8,2020-08-02 10:25:12
2020-08-02,14:34:26,2.63,128.31,208.0,4.2,2020-08-02 14:34:26
2020-08-02,16:36:36,2.4,126.87,10.0,3.8,2020-08-02 16:36:36
2020-08-02,16:44:24,-0.45,124.41,10.0,5.0,2020-08-02 16:44:24
2020-08-02,16:52:41,0.89,126.48,8.0,3.6,2020-08-02 16:52:41
2020-08-02,19:32:27,-0.26,122.87,53.0,4.0,2020-08-02 19:32:27
2020-08-02,20:53:53,0.86,120.09,10.0,3.9,2020-08-02 20:53:53
2020-08-03,00:52:55,0.59,119.39,14.0,4.4,2020-08-03 00:52:55
2020-08-03,01:42:58,0.03,126.11,10.0,4.2,2020-08-03 01:42:58
2020-08-03,03:24:16,5.52,126.78,10.0,4.4,2020-08-03 03:24:16
2020-08-03,11:29:08,0.21,125.98,10.0,3.2,2020-08-03 11:29:08
2020-08-03,18:27:50,-0.43,123.24,48.0,3.1,2020-08-03 18:27:50
2020-08-04,02:39:53,3.15,122.69,530.0,4.6,2020-08-04 02:39:53
2020-08-04,06:11:24,0.47,123.8,25.0,3.2,2020-08-04 06:11:24
2020-08-04,18:41:17,1.0,126.55,13.0,2.6,2020-08-04 18:41:17
2020-08-04,18:42:22,0.0,123.36,111.0,3.2,2020-08-04 18:42:22
2020-08-04,19:32:36,0.28,126.21,10.0,4.4,2020-08-04 19:32:36
2020-08-05,02:35:12,3.1,127.87,144.0,4.3,2020-08-05 02:35:12
2020-08-05,05:04:11,1.11,122.97,14.0,3.8,2020-08-05 05:04:11
2020-08-05,10:16:28,2.16,126.12,16.0,3.3,2020-08-05 10:16:28
2020-08-05,14:08:34,1.55,127.26,99.0,4.7,2020-08-05 14:08:34
2020-08-05,18:13:38,1.7,126.53,10.0,4.2,2020-08-05 18:13:38
2020-08-05,19:07:50,1.38,126.98,91.0,3.5,2020-08-05 19:07:50
2020-08-05,23:00:13,-0.25,123.26,20.0,2.8,2020-08-05 23:00:13
2020-08-06,03:59:26,0.45,120.48,66.0,3.5,2020-08-06 03:59:26
2020-08-06,07:56:13,0.41,122.64,108.0,3.9,2020-08-06 07:56:13
2020-08-06,14:03:15,3.67,126.15,94.0,4.5,2020-08-06 14:03:15
2020-08-06,15:33:32,0.68,121.94,100.0,2.9,2020-08-06 15:33:32
2020-08-06,15:40:39,4.72,127.43,10.0,5.2,2020-08-06 15:40:39
2020-08-06,17:49:07,1.3,121.33,10.0,3.7,2020-08-06 17:49:07
2020-08-06,23:38:54,0.4,122.01,114.0,3.2,2020-08-06 23:38:54
2020-08-06,23:43:18,0.49,126.7,33.0,2.8,2020-08-06 23:43:18
2020-08-07,06:30:46,2.34,126.68,10.0,4.5,2020-08-07 06:30:46
2020-08-08,09:59:24,1.36,128.05,113.0,4.3,2020-08-08 09:59:24
2020-08-08,14:08:38,-0.22,119.79,10.0,3.5,2020-08-08 14:08:38
2020-08-08,14:14:09,0.02,127.15,106.0,3.5,2020-08-08 14:14:09
2020-08-08,16:57:05,0.9,124.8,129.0,4.9,2020-08-08 16:57:05
2020-08-08,21:54:27,1.43,126.43,10.0,4.7,2020-08-08 21:54:27
2020-08-09,02:43:16,2.3,126.83,10.0,3.6,2020-08-09 02:43:16
2020-08-09,04:28:08,0.56,122.81,69.0,2.5,2020-08-09 04:28:08
2020-08-09,05:36:30,1.77,121.11,10.0,3.3,2020-08-09 05:36:30
2020-08-09,06:17:54,4.65,127.35,25.0,4.2,2020-08-09 06:17:54
2020-08-09,12:15:30,5.42,125.91,191.0,4.3,2020-08-09 12:15:30
2020-08-09,14:45:56,0.2,122.44,133.0,2.7,2020-08-09 14:45:56
2020-08-09,15:40:39,0.65,121.58,55.0,3.0,2020-08-09 15:40:39
2020-08-09,16:48:09,1.73,128.6,13.0,3.2,2020-08-09 16:48:09
2020-08-09,17:49:19,0.09,124.44,42.0,3.4,2020-08-09 17:49:19
2020-08-09,18:16:06,0.99,126.01,16.0,2.9,2020-08-09 18:16:06
2020-08-10,03:09:47,2.31,127.95,6.0,3.7,2020-08-10 03:09:47
2020-08-10,07:14:52,2.7,128.17,171.0,4.1,2020-08-10 07:14:52
2020-08-10,08:45:50,1.35,122.25,10.0,2.7,2020-08-10 08:45:50
2020-08-10,15:54:41,-0.06,123.01,90.0,3.2,2020-08-10 15:54:41
2020-08-10,22:37:41,0.4,126.52,11.0,3.1,2020-08-10 22:37:41
2020-08-11,02:26:58,0.84,126.88,21.0,3.6,2020-08-11 02:26:58
2020-08-11,07:56:09,2.5,126.84,10.0,4.4,2020-08-11 07:56:09
2020-08-11,18:24:59,1.79,127.34,114.0,3.4,2020-08-11 18:24:59
2020-08-12,00:10:21,1.09,124.0,10.0,2.6,2020-08-12 00:10:21
2020-08-12,10:26:22,1.45,126.44,44.0,5.2,2020-08-12 10:26:22
2020-08-12,13:23:06,1.51,127.18,114.0,3.8,2020-08-12 13:23:06
2020-08-12,14:37:31,2.53,128.69,211.0,3.3,2020-08-12 14:37:31
2020-08-12,15:04:31,4.05,123.63,10.0,4.5,2020-08-12 15:04:31
2020-08-12,18:09:49,1.34,126.42,23.0,2.9,2020-08-12 18:09:49
2020-08-12,18:21:49,1.94,122.29,10.0,4.4,2020-08-12 18:21:49
2020-08-13,10:06:06,-0.3,125.36,10.0,4.5,2020-08-13 10:06:06
2020-08-13,14:51:10,2.64,128.44,207.0,4.5,2020-08-13 14:51:10
2020-08-13,19:49:18,0.22,122.09,182.0,2.7,2020-08-13 19:49:18
2020-08-14,03:11:59,5.8,123.86,514.0,4.5,2020-08-14 03:11:59
2020-08-14,18:46:33,2.01,128.44,41.0,3.3,2020-08-14 18:46:33
2020-08-14,21:51:36,3.16,128.09,41.0,3.9,2020-08-14 21:51:36
2020-08-15,02:46:05,2.08,127.3,62.0,3.1,2020-08-15 02:46:05
2020-08-15,03:11:58,5.93,123.81,506.0,4.2,2020-08-15 03:11:58
2020-08-15,07:54:15,0.38,120.06,72.0,2.5,2020-08-15 07:54:15
2020-08-15,10:53:19,4.58,125.71,125.0,5.0,2020-08-15 10:53:19
2020-08-15,13:35:44,0.57,125.18,8.0,3.9,2020-08-15 13:35:44
2020-08-15,17:39:02,0.11,123.62,126.0,3.6,2020-08-15 17:39:02
2020-08-15,18:10:39,2.15,126.72,10.0,3.0,2020-08-15 18:10:39
2020-08-16,00:54:44,1.42,127.11,114.0,4.1,2020-08-16 00:54:44
2020-08-16,01:13:38,1.32,127.03,83.0,2.3,2020-08-16 01:13:38
2020-08-16,06:26:32,1.8,122.9,405.0,4.9,2020-08-16 06:26:32
2020-08-16,07:22:29,6.5,123.5,584.0,5.4,2020-08-16 07:22:29
2020-08-16,07:58:26,0.39,122.26,160.0,3.0,2020-08-16 07:58:26
2020-08-16,16:00:02,1.24,126.52,7.0,3.5,2020-08-16 16:00:02
2020-08-16,16:11:01,-0.34,125.27,10.0,4.5,2020-08-16 16:11:01
2020-08-17,02:02:46,6.32,125.77,165.0,4.8,2020-08-17 02:02:46
2020-08-17,06:08:56,1.53,129.16,10.0,3.8,2020-08-17 06:08:56
2020-08-17,21:32:45,0.29,125.96,10.0,3.8,2020-08-17 21:32:45
2020-08-18,10:20:24,-0.38,121.92,204.0,3.3,2020-08-18 10:20:24
2020-08-18,10:44:18,0.78,121.12,39.0,2.5,2020-08-18 10:44:18
2020-08-18,13:15:54,1.41,128.12,86.0,2.6,2020-08-18 13:15:54
2020-08-18,16:37:44,0.97,125.89,20.0,3.4,2020-08-18 16:37:44
2020-08-18,21:51:56,4.37,126.51,77.0,3.8,2020-08-18 21:51:56
2020-08-19,00:28:33,1.3,123.29,30.0,3.0,2020-08-19 00:28:33
2020-08-19,00:37:14,3.37,128.07,101.0,4.4,2020-08-19 00:37:14
2020-08-19,01:25:29,2.18,127.96,11.0,3.3,2020-08-19 01:25:29
2020-08-19,05:00:30,0.08,121.71,183.0,2.9,2020-08-19 05:00:30
2020-08-19,06:12:03,1.77,127.29,25.0,3.6,2020-08-19 06:12:03
2020-08-19,09:32:00,1.44,122.75,10.0,3.9,2020-08-19 09:32:00
2020-08-19,09:56:38,1.41,122.66,4.0,3.3,2020-08-19 09:56:38
2020-08-19,10:54:43,6.25,125.23,10.0,4.3,2020-08-19 10:54:43
2020-08-19,11:35:51,1.44,126.4,10.0,3.5,2020-08-19 11:35:51
2020-08-19,21:32:13,-0.08,122.7,115.0,2.4,2020-08-19 21:32:13
2020-08-19,22:33:56,1.74,127.39,39.0,3.1,2020-08-19 22:33:56
2020-08-19,23:03:36,1.76,126.36,10.0,3.6,2020-08-19 23:03:36
2020-08-19,23:57:13,1.07,124.1,10.0,4.0,2020-08-19 23:57:13
2020-08-20,08:43:21,6.47,123.4,10.0,4.8,2020-08-20 08:43:21
2020-08-20,12:15:21,0.67,122.32,18.0,2.7,2020-08-20 12:15:21
2020-08-20,12:36:24,2.0,127.36,72.0,3.4,2020-08-20 12:36:24
2020-08-20,17:40:19,0.26,122.24,155.0,2.4,2020-08-20 17:40:19
2020-08-20,18:17:52,1.63,127.08,13.0,2.4,2020-08-20 18:17:52
2020-08-20,20:48:01,1.05,126.9,13.0,3.4,2020-08-20 20:48:01
2020-08-21,01:13:58,1.08,126.28,10.0,3.5,2020-08-21 01:13:58
2020-08-21,01:45:19,1.28,128.2,15.0,3.1,2020-08-21 01:45:19
2020-08-21,02:31:31,0.32,124.94,10.0,3.0,2020-08-21 02:31:31
2020-08-21,02:45:19,1.85,127.53,62.0,3.1,2020-08-21 02:45:19
2020-08-21,06:27:22,0.37,123.04,115.0,2.6,2020-08-21 06:27:22
2020-08-21,07:22:29,1.25,126.76,32.0,3.9,2020-08-21 07:22:29
2020-08-21,08:28:48,3.37,128.01,142.0,3.9,2020-08-21 08:28:48
2020-08-21,12:32:06,5.81,126.94,147.0,4.7,2020-08-21 12:32:06
2020-08-21,13:06:47,0.07,124.73,14.0,3.3,2020-08-21 13:06:47
2020-08-21,13:35:40,0.3,121.72,160.0,2.6,2020-08-21 13:35:40
2020-08-21,15:46:52,0.95,123.33,10.0,2.4,2020-08-21 15:46:52
2020-08-21,21:29:49,0.69,121.49,16.0,2.7,2020-08-21 21:29:49
2020-08-21,23:53:57,0.24,122.01,159.0,3.7,2020-08-21 23:53:57
2020-08-22,00:01:03,4.04,126.23,10.0,3.8,2020-08-22 00:01:03
2020-08-22,02:09:16,3.09,127.86,147.0,4.0,2020-08-22 02:09:16
2020-08-22,03:44:23,-0.04,123.34,106.0,4.8,2020-08-22 03:44:23
2020-08-22,04:26:06,5.81,126.54,149.0,4.3,2020-08-22 04:26:06
2020-08-22,04:26:53,6.37,126.49,11.0,4.8,2020-08-22 04:26:53
2020-08-22,11:49:27,0.78,123.98,283.0,3.1,2020-08-22 11:49:27
2020-08-23,00:05:51,1.99,126.61,20.0,3.8,2020-08-23 00:05:51
2020-08-23,09:37:15,0.2,120.61,70.0,3.6,2020-08-23 09:37:15
2020-08-23,12:11:01,1.2,122.63,10.0,3.1,2020-08-23 12:11:01
2020-08-23,15:45:26,4.08,123.34,552.0,4.2,2020-08-23 15:45:26
2020-08-23,16:09:12,2.0,126.13,23.0,3.6,2020-08-23 16:09:12
2020-08-23,18:03:38,5.07,124.06,458.0,4.7,2020-08-23 18:03:38
2020-08-23,20:42:45,0.0,122.97,152.0,3.4,2020-08-23 20:42:45
2020-08-23,22:24:31,0.61,128.03,10.0,2.6,2020-08-23 22:24:31
2020-08-24,00:16:59,2.41,126.96,10.0,3.3,2020-08-24 00:16:59
2020-08-24,00:24:14,8.51,126.87,123.0,5.2,2020-08-24 00:24:14
2020-08-24,05:26:27,-0.3,123.09,71.0,2.9,2020-08-24 05:26:27
2020-08-24,05:43:16,0.38,125.22,10.0,3.5,2020-08-24 05:43:16
2020-08-24,08:43:02,1.88,127.35,72.0,3.2,2020-08-24 08:43:02
2020-08-24,19:28:13,1.49,127.39,123.0,3.9,2020-08-24 19:28:13
2020-08-24,20:43:03,1.83,127.34,75.0,3.9,2020-08-24 20:43:03
2020-08-25,02:10:59,2.63,126.97,10.0,3.9,2020-08-25 02:10:59
2020-08-26,01:54:11,5.43,126.52,99.0,5.1,2020-08-26 01:54:11
2020-08-26,08:38:47,0.34,121.6,166.0,3.6,2020-08-26 08:38:47
2020-08-26,11:16:23,1.72,127.91,10.0,2.9,2020-08-26 11:16:23
2020-08-26,13:04:09,0.18,121.76,171.0,2.8,2020-08-26 13:04:09
2020-08-26,13:15:17,0.48,125.18,10.0,3.8,2020-08-26 13:15:17
2020-08-26,13:27:49,2.48,128.7,10.0,3.8,2020-08-26 13:27:49
2020-08-26,21:52:24,1.44,126.9,102.0,4.0,2020-08-26 21:52:24
2020-08-26,22:58:49,0.23,128.29,10.0,3.7,2020-08-26 22:58:49
2020-08-26,23:33:06,0.43,120.76,64.0,3.5,2020-08-26 23:33:06
2020-08-27,00:43:42,2.24,127.16,10.0,4.4,2020-08-27 00:43:42
2020-08-27,02:16:55,1.55,126.34,10.0,3.5,2020-08-27 02:16:55
2020-08-27,05:35:51,1.16,121.71,10.0,3.9,2020-08-27 05:35:51
2020-08-27,07:05:26,1.71,126.45,10.0,3.9,2020-08-27 07:05:26
2020-08-27,10:39:26,-0.14,122.02,264.0,2.7,2020-08-27 10:39:26
2020-08-27,18:45:25,1.37,126.52,10.0,4.5,2020-08-27 18:45:25
2020-08-27,19:31:37,2.45,127.26,10.0,3.2,2020-08-27 19:31:37
2020-08-27,22:45:16,0.95,127.77,14.0,2.4,2020-08-27 22:45:16
2020-08-28,13:15:36,0.11,123.55,31.0,3.0,2020-08-28 13:15:36
2020-08-28,19:48:08,1.68,127.17,69.0,3.1,2020-08-28 19:48:08
2020-08-28,22:44:02,0.02,122.25,233.0,3.6,2020-08-28 22:44:02
2020-08-28,23:06:00,2.39,128.37,213.0,4.3,2020-08-28 23:06:00
2020-08-29,07:06:17,1.24,127.05,112.0,3.7,2020-08-29 07:06:17
2020-08-29,08:10:30,2.27,127.23,79.0,4.8,2020-08-29 08:10:30
2020-08-29,08:31:43,-0.11,123.99,73.0,3.9,2020-08-29 08:31:43
2020-08-29,14:08:52,-0.1,123.05,119.0,2.7,2020-08-29 14:08:52
2020-08-29,23:31:53,0.26,122.1,141.0,3.0,2020-08-29 23:31:53
2020-08-30,09:59:11,-0.14,121.82,186.0,3.5,2020-08-30 09:59:11
2020-08-30,12:01:04,0.84,120.43,635.0,4.8,2020-08-30 12:01:04
2020-08-30,13:13:54,0.61,123.18,63.0,1.9,2020-08-30 13:13:54
2020-08-30,17:35:17,5.54,126.61,21.0,4.3,2020-08-30 17:35:17
2020-08-30,17:44:09,6.56,125.36,10.0,5.1,2020-08-30 17:44:09
2020-08-31,16:39:33,1.64,126.53,10.0,3.4,2020-08-31 16:39:33
2020-09-02,00:00:32,2.13,126.7,3.0,3.2,2020-09-02 00:00:32
2020-09-02,12:43:49,0.96,127.78,13.0,3.0,2020-09-02 12:43:49
2020-09-02,17:45:29,1.31,121.78,11.0,4.3,2020-09-02 17:45:29
2020-09-03,00:49:42,0.07,126.88,92.0,4.2,2020-09-03 00:49:42
2020-09-03,04:03:58,1.32,126.7,14.0,3.9,2020-09-03 04:03:58
2020-09-03,06:21:00,3.47,125.72,155.0,4.4,2020-09-03 06:21:00
2020-09-03,10:50:02,-0.02,123.45,135.0,3.0,2020-09-03 10:50:02
2020-09-03,11:47:41,3.16,128.08,10.0,3.6,2020-09-03 11:47:41
2020-09-04,01:12:35,3.5,122.28,587.0,4.8,2020-09-04 01:12:35
2020-09-04,06:14:43,0.57,120.1,5.0,3.4,2020-09-04 06:14:43
2020-09-04,12:46:44,-0.2,122.54,16.0,2.5,2020-09-04 12:46:44
2020-09-04,15:36:00,1.91,128.26,89.0,3.7,2020-09-04 15:36:00
2020-09-04,17:38:31,-0.05,123.51,19.0,2.8,2020-09-04 17:38:31
2020-09-05,03:56:24,0.08,127.1,115.0,3.3,2020-09-05 03:56:24
2020-09-05,09:45:38,3.61,126.84,10.0,4.1,2020-09-05 09:45:38
2020-09-05,18:30:24,0.12,122.8,16.0,2.7,2020-09-05 18:30:24
2020-09-05,19:18:13,-0.08,122.78,142.0,3.8,2020-09-05 19:18:13
2020-09-05,22:27:08,2.67,128.4,204.0,4.3,2020-09-05 22:27:08
2020-09-05,23:57:21,0.07,132.46,11.0,3.4,2020-09-05 23:57:21
2020-09-06,00:21:14,1.78,126.64,59.0,6.0,2020-09-06 00:21:14
2020-09-06,05:54:28,-0.1,122.77,24.0,3.3,2020-09-06 05:54:28
2020-09-06,07:54:08,1.76,121.98,10.0,3.7,2020-09-06 07:54:08
2020-09-06,15:23:43,6.11,125.98,10.0,6.9,2020-09-06 15:23:43
2020-09-06,17:06:11,1.78,126.75,10.0,4.6,2020-09-06 17:06:11
2020-09-06,17:27:10,1.71,126.67,21.0,3.3,2020-09-06 17:27:10
2020-09-06,17:33:13,1.73,126.59,10.0,2.8,2020-09-06 17:33:13
2020-09-06,18:15:24,1.72,126.68,10.0,3.8,2020-09-06 18:15:24
2020-09-06,19:48:30,-0.14,122.88,79.0,2.6,2020-09-06 19:48:30
